תיק כפול,תיק מקורי,מצב תיק מקורי בנמלה,כתובת,פסק דין?,בג"ץ?,דחיה על הסף?,פעולה שיש לבצע
1118/2015,3040/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\400\030\m32&fileName=14030400_m32.txt&type=2,כן,כן,,הוספה לנמלה
2614/2015,3040/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\400\030\m32&fileName=14030400_m32.txt&type=2,כן,כן,,הוספה לנמלה
2424/2015,3040/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\400\030\m32&fileName=14030400_m32.txt&type=2,כן,כן,,הוספה לנמלה
5983/2010,5982/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\820\059\n02&fileName=10059820_n02.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
2847/2014,2350/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\500\023\b08&fileName=14023500_b08.txt&type=2,כן,,,הוספה לנמלה
2796/2014,2350/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\500\023\b08&fileName=14023500_b08.txt&type=2,כן,,,הוספה לנמלה
5819/2014,2350/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\500\023\b08&fileName=14023500_b08.txt&type=2,כן,,,הוספה לנמלה
1330/2015,1278/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\780\012\i05&fileName=15012780_i05.txt&type=2,כן,,,הוספה לנמלה
8693/2011,8684/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\840\086\e12&fileName=11086840_e12.txt&type=2,כן,,,הוספה לנמלה
3317/2016,8213/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\130\082\k07&fileName=15082130_k07.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
4219/2016,8213/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\130\082\k07&fileName=15082130_k07.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
1829/2014,99/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\990\000\t04&fileName=14000990_t04.txt&type=2,כן,,,הוספה לנמלה
1899/2014,99/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\990\000\t04&fileName=14000990_t04.txt&type=2,כן,,,הוספה לנמלה
76/2014,372/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\720\003\k14&fileName=13003720_k14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
9754/2016,9648/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\480\096\j05&fileName=16096480.J05&type=2,כן,,,הוספה לנמלה
7115/2013,6535/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\065\e06&fileName=13065350_e06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1310/2011,8230/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\300\082\o02&fileName=10082300_o02.txt&type=2,כן,,,הוספה לנמלה
1839/2010,1796/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\960\017\w19&fileName=10017960_w19.txt&type=2,כן,,,הוספה לנמלה
4173/2014,4029/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\290\040\k06&fileName=14040290_k06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2993/2011,2557/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\570\025\o03&fileName=11025570_o03.txt&type=2,כן,,,הוספה לנמלה
6450/2010,1614/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\140\016\s15&fileName=10016140_s15.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6429/2011,5952/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\520\059\c01&fileName=11059520_c01.txt&type=2,כן,,,הוספה לנמלה
5692/2013,4400/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\044\w16&fileName=13044000_w16.txt&type=2,כן,,,הוספה לנמלה
5366/2013,4400/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\044\w16&fileName=13044000_w16.txt&type=2,כן,,,הוספה לנמלה
4411/2013,4400/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\044\w16&fileName=13044000_w16.txt&type=2,כן,,,הוספה לנמלה
8201/2014,7255/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\550\072\z04&fileName=14072550_z04.txt&type=2,כן,,,הוספה לנמלה
2629/2017,2614/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\140\026\z02&fileName=17026140_z02.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1103/2016,540/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\400\005\l06&fileName=16005400_l06.txt&type=2,כן,,,הוספה לנמלה
2969/2016,1397/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\970\013\b03&fileName=16013970_b03.txt&type=2,כן,,,הוספה לנמלה
2986/2016,1397/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\970\013\b03&fileName=16013970_b03.txt&type=2,כן,,,הוספה לנמלה
5236/2017,4749/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\490\047\a04&fileName=17047490.A04&type=2,כן,,,הוספה לנמלה
7482/2012,6897/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\970\068\t10&fileName=12068970_t10.txt&type=2,כן,,,הוספה לנמלה
1603/2011,1521/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\015\w07&fileName=11015210_w07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1963/2015,1710/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\100\017\v14&fileName=15017100_v14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3816/2012,1073/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\730\010\t07&fileName=14010730_t07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1200/2014,6934/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\340\069\v13&fileName=13069340_v13.txt&type=2,כן,,,הוספה לנמלה
6715/2016,6558/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\580\065\h07&fileName=16065580_h07.txt&type=2,כן,,,הוספה לנמלה
7893/2012,5390/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\900\053\v07&fileName=12053900_v07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1083/2015,6479/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\790\064\c20&fileName=13064790_c20.txt&type=2,כן,,,הוספה לנמלה
1055/2010,1049/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\490\010\v05&fileName=10010490_v05.txt&type=2,כן,,,הוספה לנמלה
872/2011,603/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\030\006\s25&fileName=11006030_s25.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3750/2011,3663/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\630\036\v01&fileName=11036630_v01.txt&type=2,כן,,,הוספה לנמלה
397/2012,4533/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\330\045\c09&fileName=11045330_c09.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
9210/2012,4533/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\330\045\c09&fileName=11045330_c09.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
394/2012,4533/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\330\045\c09&fileName=11045330_c09.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
7700/2016,7729/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\000\077\v08&fileName=16077000.V08&type=2,,,,העתקת  קידוד מהתיק המקורי
10263/2009,3602/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\020\036\w03&fileName=10036020_w03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8902/2013,8866/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\660\088\h04&fileName=13088660_h04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1138/2016,1048/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\480\010\t01&fileName=16010480_t01.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4057/2010,3368/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\680\033\e48&fileName=10033680_e48.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
8732/2014,8728/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\280\087\h06&fileName=14087280_h06.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
3459/2014,3299/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\990\032\t15&fileName=14032990_t15.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7255/2013,6757/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\570\067\l12&fileName=13067570_l12.txt&type=2,כן,,,הוספה לנמלה
2388/2014,1326/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\260\013\t13&fileName=13013260_t13.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
4707/2013,1326/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\260\013\t13&fileName=13013260_t13.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
4553/2013,4525/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\250\045\b24&fileName=13045250_b24.txt&type=2,כן,,,הוספה לנמלה
968/2016,967/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\670\009\t03&fileName=16009670_t03.txt&type=2,כן,כן,,הוספה לנמלה
8067/2015,5883/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\830\058\t18&fileName=14058830_t18.txt&type=2,כן,,,הוספה לנמלה
105/2016,5883/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\830\058\t18&fileName=14058830_t18.txt&type=2,כן,,,הוספה לנמלה
9029/2012,8998/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\980\089\i03&fileName=12089980_i03.txt&type=2,כן,,,הוספה לנמלה
8610/2011,4777/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\770\047\i02&fileName=11047770_i02.txt&type=2,כן,,,הוספה לנמלה
5903/2011,5421/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\054\c06&fileName=11054210_c06.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
7196/2013,6011/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\110\060\z08&fileName=13060110_z08.txt&type=2,כן,,,הוספה לנמלה
6540/2014,4549/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\490\045\e14&fileName=14045490_e14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1592/2014,370/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\700\003\l06&fileName=14003700_l06.txt&type=2,כן,,,הוספה לנמלה
2276/2013,2274/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\740\022\t03&fileName=13022740_t03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6328/2013,2927/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\270\029\e08&fileName=13029270_e08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3951/2013,2927/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\270\029\e08&fileName=13029270_e08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5445/2016,4031/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\310\040\e04&fileName=16040310_e04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2677/2014,2417/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\170\024\b04&fileName=14024170_b04.txt&type=2,כן,,,הוספה לנמלה
2954/2013,2337/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\370\023\b02&fileName=13023370_b02.txt&type=2,כן,,,הוספה לנמלה
4035/2013,4012/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\120\040\a04&fileName=13040120_a04.txt&type=2,כן,,,הוספה לנמלה
8886/2012,8809/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\090\088\t13&fileName=12088090_t13.txt&type=2,כן,,,הוספה לנמלה
860/2010,204/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\040\002\b04&fileName=10002040_b04.txt&type=2,כן,,,הוספה לנמלה
5833/2012,6207/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\070\062\z04&fileName=12062070_z04.txt&type=2,כן,,,הוספה לנמלה
6227/2012,6207/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\070\062\z04&fileName=12062070_z04.txt&type=2,כן,,,הוספה לנמלה
8070/2014,8066/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\660\080\t03&fileName=14080660_t03.txt&type=2,כן,כן,,הוספה לנמלה
1967/2012,1929/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\019\h02&fileName=12019290_h02.txt&type=2,כן,,,הוספה לנמלה
2190/2013,1846/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\460\018\k01&fileName=13018460_k01.txt&type=2,כן,,,הוספה לנמלה
8890/2010,8388/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\880\083\h02&fileName=10083880_h02.txt&type=2,כן,,,הוספה לנמלה
1905/2014,544/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\005\m01&fileName=14005440_m01.txt&type=2,כן,,,הוספה לנמלה
5791/2014,544/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\005\m01&fileName=14005440_m01.txt&type=2,כן,,,הוספה לנמלה
5837/2014,544/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\005\m01&fileName=14005440_m01.txt&type=2,כן,,,הוספה לנמלה
1859/2010,1857/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\570\018\c08&fileName=10018570_c08.txt&type=2,כן,,,הוספה לנמלה
6025/2014,5035/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\350\050\z23&fileName=14050350_z23.txt&type=2,כן,,,הוספה לנמלה
266/2014,8510/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\100\085\i03&fileName=13085100_i03.txt&type=2,כן,,,הוספה לנמלה
3103/2010,3024/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\240\030\v10&fileName=10030240_v10.txt&type=2,כן,,,הוספה לנמלה
3412/2010,3024/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\240\030\v10&fileName=10030240_v10.txt&type=2,כן,,,הוספה לנמלה
76/2017,10042/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,הוספה לנמלה
802/2017,10042/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,הוספה לנמלה
10046/2016,10042/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,הוספה לנמלה
10054/2016,10042/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,הוספה לנמלה
2674/2013,6461/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\610\064\b01&fileName=11064610_b01.txt&type=2,כן,,,הוספה לנמלה
578/2013,98/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\980\000\k02&fileName=13000980_k02.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5031/2012,2007/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\070\020\k11&fileName=12020070_k11.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8535/2013,8506/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\085\w05&fileName=13085060_w05.txt&type=2,כן,,,הוספה לנמלה
